"","AREA","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","QS_OVERALL","COMMIS","SALES_PRICE","total_yrs","avg_sqft","oth_chgs","bin_insq","bin_dist","bin_ttl_yrs","ARBT","INBT","TRBT","BRBT","Chrompet.2","Karapakkam.2","Adyar.3","Chrompet.3","Karapakkam.3","KK Nagar.3","Adyar.4","Anna Nagar.4","Chrompet.4","Karapakkam.4","KK Nagar.4","T Nagar.4","Velachery.4","Anna Nagar.5","KK Nagar.5","T Nagar.5","Velachery.5","KK Nagar.6","2.2","3.2","1.3","2.3","3.3","1.4","2.4","3.4","1.5","2.5","3.5","2.6","3.6"
"58","T Nagar",1894,187,2,1,5,"Partial","Yes","House","NoSewr ","Gravel","RL",3.505,162591,13549250,16425,378.8,3820893,"3","4","3","T Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6187","Chrompet",1114,64,1,1,3,"Family","Yes","House","NoSewr ","Gravel","RL",3.57,136336,9738300,12410,371.333333333333,2678035,"2","2","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"996","Karapakkam",1502,164,2,2,4,"AbNormal","Yes","Others","NoSeWa","NoAccess","C",2.97,113509,6677000,14965,375.5,2577322,"3","4","3","Karapakkam.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6593","KK Nagar",2371,54,4,2,6,"Normal Sale","Yes","Others","AllPub","Paved","RH",3.09,241911,12732180,10220,395.166666666667,5742216,"4","2","2","KK Nagar.Others","Others.4","Others.6","Others.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1120","KK Nagar",1676,172,2,1,4,"Partial","Yes","Commercial","NoSeWa","Paved","RM",2.99,121958,15244800,3650,419,4649660,"3","4","1","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2812","Anna Nagar",1543,101,1,1,4,"Partial","Yes","House","NoSeWa","NoAccess","RM",2.98,142412,11867660,4745,385.75,4201151,"3","3","1","Anna Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2803","Karapakkam",743,96,1,1,2,"Normal Sale","Yes","Commercial","AllPub","NoAccess","RM",4.07,153140,8507750,17885,371.5,3369074,"1","2","3","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4809","Velachery",1698,51,2,1,4,"AdjLand","Yes","House","ELO","Paved","RH",3.55,192836,9641790,15330,424.5,3577106,"3","2","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3605","Chrompet",1101,24,1,1,3,"Family","Yes","House","NoSewr ","NoAccess","RH",3.37,117742,8410150,3285,367,2237098,"2","1","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7030","Velachery",1922,89,3,2,5,"Normal Sale","Yes","House","ELO","Gravel","RH",3.66,117825,10711340,13505,384.4,3973911,"3","2","2","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4568","Chrompet",1073,159,1,1,3,"Partial","Yes","Commercial","AllPub","NoAccess","RM",3.03,107602,13450300,5110,357.666666666667,3376024,"2","4","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5064","Velachery",1837,52,3,2,5,"Partial","Yes","Others","NoSeWa","NoAccess","RL",3.56,95641,10626810,10220,367.4,3060520,"3","2","2","Velachery.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"6052","Chrompet",853,50,1,1,3,"Normal Sale","Yes","Commercial","NoSewr ","NoAccess","RL",3.23,67671,11278550,6205,284.333333333333,3315897,"1","1","1","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5393","Adyar",873,67,1,1,3,"Partial","No","Commercial","ELO","Gravel","RM",4.42,84700,12099995,12045,291,3678400,"1","2","2","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4802","Chrompet",1180,13,1,1,3,"Partial","No","House","NoSewr ","NoAccess","RH",3.72,113000,7062500,13870,393.333333333333,2210567,"2","1","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6468","T Nagar",1538,133,1,1,4,"AbNormal","No","Commercial","NoSeWa","NoAccess","RM",2.335,122923,17560410,6570,384.5,5654449,"3","3","1","T Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5723","Adyar",763,96,1,1,2,"AbNormal","No","Others","NoSewr ","Gravel","RL",2.87,16365,8182525,12775,381.5,2962074,"1","2","2","Adyar.Others","Others.1","Others.2","Others.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3334","Karapakkam",1624,64,2,2,4,"Family","No","Others","NoSewr ","Gravel","I",2.82,78025,7802500,15330,406,3448705,"3","2","3","Karapakkam.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5187","Chrompet",1094,108,1,1,3,"AbNormal","Yes","House","ELO","Gravel","RH",3.12,150439,9402450,2555,364.666666666667,2773723,"2","3","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6031","Velachery",1665,91,2,1,4,"Partial","No","House","NoSewr ","NoAccess","RH",4.5,82686,7516880,16060,416.25,2653455,"3","2","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5640","Velachery",1591,154,2,1,4,"Partial","No","Commercial","ELO","Gravel","RL",2.62,135224,13522410,13870,397.75,4881590,"3","4","2","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"900","KK Nagar",1532,60,2,1,4,"Partial","Yes","Commercial","NoSewr ","Paved","RH",4.24115054410745,254703,13405440,4380,383,6045852,"3","2","1","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6672","Chrompet",813,107,1,1,3,"Partial","Yes","Commercial","NoSewr ","Paved","RH",3.99,73584,10512050,11315,271,3101058,"1","3","2","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6614","Adyar",878,181,1,1,3,"Family","No","House","ELO","Paved","RM",3.63,82170,8216980,11680,292.666666666667,2966328,"1","4","2","Adyar.House","House.1","House.3","House.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7095","KK Nagar",2456,171,4,2,6,"AdjLand","Yes","House","NoSewr ","Gravel","RM",4.2,353880,14155200,7300,409.333333333333,6468930,"4","4","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3906","T Nagar",1517,191,1,1,4,"AdjLand","No","Others","NoSeWa","NoAccess","RL",3.355,58563,11712660,9125,379.25,3115566,"3","4","2","T Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6275","Chrompet",704,127,1,1,2,"Partial","Yes","Others","NoSeWa","NoAccess","RM",3.29,31080,7769980,10950,352,1989111,"1","3","2","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3650","Adyar",1255,191,2,2,4,"Family","No","House","ELO","Paved","RM",2.53,60507,10084565,4015,313.75,2964861,"2","4","1","Adyar.House","House.2","House.4","House.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3257","Velachery",1766,169,2,1,4,"AdjLand","Yes","Commercial","ELO","Gravel","I",3.91,327639,15601870,5840,441.5,5523060,"3","4","1","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"113","Velachery",1755,142,2,1,4,"Family","Yes","Commercial","NoSewr ","Gravel","I",4.12,193907,14915900,12775,438.75,5429387,"3","3","2","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5317","Karapakkam",1550,165,2,2,4,"Partial","Yes","House","ELO","Gravel","C",4.09,141595,7079750,17885,387.5,2499154,"3","4","3","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1397","Chrompet",1161,58,1,1,3,"Family","Yes","Others","ELO","Paved","RM",4.09,127043,10586920,12045,387,2794949,"2","2","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3003","Chrompet",1057,58,1,1,3,"Partial","No","House","NoSewr ","Paved","RH",3.66,94170,7243850,12775,352.333333333333,2180397,"2","2","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1694","KK Nagar",1684,71,2,1,4,"AbNormal","Yes","Commercial","AllPub","Paved","RL",3.07,299897,14994840,8030,421,6372809,"3","2","2","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1341","Chrompet",917,147,1,1,3,"Partial","No","House","ELO","NoAccess","RL",4.34,78217,7110600,2920,305.666666666667,1870090,"1","3","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6738","Velachery",1722,155,2,1,4,"Family","No","Others","ELO","Paved","RL",3.02,85909,9545390,15330,430.5,3436339,"3","4","3","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3518","Velachery",1760,108,2,1,4,"AdjLand","Yes","Others","NoSeWa","Paved","RM",3.67,188172,12544800,1825,440,4478490,"3","3","1","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4358","KK Nagar",2148,160,3,2,5,"AdjLand","No","Commercial","NoSewr ","Paved","RH",3.36,278532,16384220,7665,429.6,7061598,"4","4","2","KK Nagar.Commercial","Commercial.4","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5663","Chrompet",745,109,1,1,2,"AdjLand","Yes","Commercial","NoSeWa","Gravel","RH",3.02,137923,10609450,14235,372.5,2620537,"1","3","2","Chrompet.Commercial","Commercial.1","Commercial.2","Commercial.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4347","Karapakkam",934,84,1,1,3,"Normal Sale","Yes","Commercial","NoSewr ","NoAccess","RM",3.01,191115,9555750,13505,311.333333333333,3115179,"1","2","2","Karapakkam.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1860","Karapakkam",1648,26,2,2,4,"Normal Sale","No","House","NoSewr ","NoAccess","A",3.45,95652,5314000,10220,412,2104344,"3","1","2","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3784","KK Nagar",2481,129,4,2,6,"AdjLand","Yes","House","NoSeWa","Gravel","RM",4.58,128485,14276060,4745,413.5,6424228,"4","3","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"5141","Anna Nagar",1836,111,2,1,5,"Family","No","House","NoSewr ","NoAccess","RL",4,107033,11892560,6570,367.2,3532091,"3","3","1","Anna Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4673","Adyar",620,181,1,1,2,"Normal Sale","Yes","Commercial","AllPub","NoAccess","A",2.49,114442,7629475,1825,310,2655061,"1","4","1","Adyar.Commercial","Commercial.1","Commercial.2","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4117","KK Nagar",1486,128,2,1,4,"Partial","No","Commercial","NoSeWa","Paved","RL",3.59,214486,12616820,4015,371.5,4983640,"2","3","1","KK Nagar.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2693","Velachery",1826,134,3,2,5,"AdjLand","Yes","Others","NoSewr ","Gravel","A",2.6,212692,10128200,9125,365.2,3129610,"3","3","2","Velachery.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3215","Velachery",1655,9,2,1,4,"AbNormal","Yes","House","AllPub","Paved","RH",2.33,130089,10006870,2190,413.75,3192195,"3","1","1","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5927","Anna Nagar",1840,48,2,1,5,"Normal Sale","Yes","Others","ELO","NoAccess","RL",3.51,82817,13802880,10585,368,3809591,"3","1","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4009","Karapakkam",1550,5,2,2,4,"AdjLand","Yes","House","NoSeWa","Paved","RH",4.31,94234,8566750,13505,387.5,2715664,"3","1","2","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5857","Karapakkam",1589,140,2,2,4,"Normal Sale","No","House","NoSewr ","Gravel","I",3.08,72423,7242250,14965,397.25,2679633,"3","3","3","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2425","Anna Nagar",1910,74,2,1,5,"AbNormal","No","Others","NoSewr ","Gravel","RL",3.9,270334,14228100,14600,382,5392450,"3","2","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2621","Anna Nagar",1719,101,1,1,4,"AdjLand","Yes","Commercial","AllPub","NoAccess","RH",4.215,97473,19494670,7665,429.75,4483776,"3","3","2","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6919","Adyar",741,157,1,1,2,"Family","No","Commercial","NoSewr ","Gravel","C",3.93,70890,8861290,9490,370.5,2463441,"1","4","2","Adyar.Commercial","Commercial.1","Commercial.2","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2217","Anna Nagar",1631,121,1,1,4,"AbNormal","Yes","Others","ELO","NoAccess","RH",4.16,171525,12251750,7665,407.75,3700029,"3","3","2","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6407","Chrompet",1050,157,1,1,3,"AbNormal","No","House","NoSewr ","NoAccess","RL",3.2,30938,7734500,6570,350,1910426,"2","4","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6042","KK Nagar",1795,47,3,2,5,"AbNormal","Yes","Others","NoSewr ","Paved","RL",2.56,103600,11511100,3650,359,5179996,"3","1","1","KK Nagar.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7104","Karapakkam",1462,68,2,2,4,"Family","No","Others","NoSeWa","Gravel","RM",3.24,178358,9387250,8760,365.5,3388802,"2","2","2","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4467","Velachery",1857,166,3,2,5,"Family","Yes","House","ELO","Gravel","RL",3.28,102115,11346080,5110,371.4,3676132,"3","4","1","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4615","KK Nagar",1963,95,3,2,5,"AbNormal","No","Commercial","AllPub","Gravel","RM",4.01,342639,17131960,2920,392.6,5893398,"3","2","1","KK Nagar.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"757","Velachery",1806,71,3,2,5,"Partial","Yes","House","AllPub","Paved","RM",3.23,108851,10885120,14965,361.2,3341732,"3","2","3","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"6338","KK Nagar",2079,112,3,2,5,"AdjLand","No","Commercial","NoSewr ","Gravel","RM",3.36,228721,17593940,9855,415.8,5295775,"4","3","2","KK Nagar.Commercial","Commercial.4","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6125","Chrompet",1119,8,1,1,3,"Family","Yes","House","NoSewr ","Gravel","RM",4.08,31160,10386800,13140,373,2368190,"2","1","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4005","Karapakkam",1511,77,2,2,4,"Partial","Yes","House","AllPub","Gravel","RL",4.13,185375,9268750,14235,377.75,3855800,"3","2","2","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6563","Karapakkam",594,121,1,1,2,"Partial","Yes","House","AllPub","Gravel","RL",3.19,130360,6518000,17520,297,2300854,"1","3","3","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5914","Anna Nagar",1998,20,2,1,5,"AbNormal","Yes","Commercial","AllPub","NoAccess","RL",3.425,313615,22401070,2190,399.6,7168339,"3","1","1","Anna Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4656","Karapakkam",1667,35,2,2,4,"Family","Yes","Others","ELO","Gravel","RM",3.4,269209,10768375,12045,416.75,3176668,"3","1","2","Karapakkam.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2569","Chrompet",1282,200,2,1,4,"Family","Yes","Others","AllPub","Gravel","RL",2.82,127168,11560690,6205,320.5,3248557,"2","4","1","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1795","Chrompet",1014,17,1,1,3,"Partial","Yes","Commercial","ELO","Gravel","RL",3.67,117825,13091650,8395,338,3888222,"2","1","2","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3366","Anna Nagar",1756,24,1,1,4,"Partial","No","Others","NoSewr ","Gravel","RM",3.96,170152,14179360,5110,439,3998581,"3","1","1","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5041","Chrompet",1182,188,1,1,3,"Normal Sale","No","Commercial","NoSewr ","Paved","RM",3.65,55341,13835200,10220,394,4039875,"2","4","2","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3688","Chrompet",1047,42,1,1,3,"AbNormal","Yes","Others","NoSewr ","NoAccess","RL",3.98,81460,9051140,13505,349,2769652,"2","1","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6509","Chrompet",1000,80,1,1,3,"AdjLand","No","Others","AllPub","Gravel","RL",4.29,29610,9869950,4745,333.333333333333,2872152,"1","2","1","Chrompet.Others","Others.1","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6633","Chrompet",1269,0,2,1,4,"Family","No","Others","AllPub","NoAccess","RH",2.45,116905,8350380,14235,317.25,2521813,"2","1","2","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1812","Chrompet",726,74,1,1,2,"Family","No","House","ELO","NoAccess","RL",3.31,37684,6280650,4015,363,1507357,"1","2","1","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5438","Chrompet",1124,95,1,1,3,"Family","Yes","House","ELO","NoAccess","RL",3.1,52466,8744300,6570,374.666666666667,2019938,"2","2","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2734","Karapakkam",896,181,1,1,3,"Partial","Yes","House","AllPub","Paved","RL",3.41,129780,7210000,10220,298.666666666667,2400930,"1","4","2","Karapakkam.House","House.1","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3324","Karapakkam",1221,180,1,1,3,"Normal Sale","Yes","Others","NoSeWa","NoAccess","RL",3.37,197793,8241375,2920,407,2497140,"2","4","1","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6939","Chrompet",720,140,1,1,2,"Normal Sale","Yes","Others","AllPub","Gravel","RM",3.72,117785,9815400,4380,360,2944622,"1","3","1","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1743","Chrompet",1132,10,1,1,3,"Normal Sale","No","Commercial","NoSewr ","Paved","RM",3.64,54839,13709700,5110,377.333333333333,3756458,"2","1","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2943","Chrompet",878,65,1,1,3,"Partial","No","House","AllPub","NoAccess","RM",3.4,29435,7358650,11315,292.666666666667,1883813,"1","2","2","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2408","Anna Nagar",1599,137,1,1,4,"Partial","No","House","AllPub","NoAccess","RH",3.565,116924,9743650,12775,399.75,2923097,"3","3","2","Anna Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2412","Chrompet",768,87,1,1,2,"Family","No","House","AllPub","NoAccess","RL",3.67,47527,6789500,3650,384,1758481,"1","2","1","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564","Karapakkam",737,160,1,1,2,"AbNormal","Yes","House","NoSeWa","Paved","A",3.24,85206,4484500,5840,368.5,1376742,"1","4","1","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
