"","AREA","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","QS_OVERALL","COMMIS","SALES_PRICE","total_yrs","avg_sqft","oth_chgs","bin_insq","bin_dist","bin_ttl_yrs","ARBT","INBT","TRBT","BRBT","Chrompet.2","Karapakkam.2","Adyar.3","Chrompet.3","Karapakkam.3","KK Nagar.3","Adyar.4","Anna Nagar.4","Chrompet.4","Karapakkam.4","KK Nagar.4","T Nagar.4","Velachery.4","Anna Nagar.5","KK Nagar.5","T Nagar.5","Velachery.5","KK Nagar.6","2.2","3.2","1.3","2.3","3.3","1.4","2.4","3.4","1.5","2.5","3.5","2.6","3.6"
"1798","KK Nagar",2167,194,3,2,5,"AdjLand","No","Others","NoSewr ","Paved","RM",3.46,124772,12477240,9125,433.4,4504280,"4","4","2","KK Nagar.Others","Others.4","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1799","Karapakkam",1404,43,2,2,4,"Family","Yes","Others","NoSewr ","Gravel","RH",2.57,82319,9146500,7300,351,3539696,"2","1","1","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1801","Velachery",1634,93,2,1,4,"AbNormal","Yes","House","NoSeWa","NoAccess","RH",2.78,155380,8177900,20075,408.5,2805016,"3","2","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1804","Velachery",1787,116,2,1,4,"AdjLand","No","Others","NoSeWa","Paved","RH",3.56,106042,9640180,17885,446.75,3229456,"3","3","3","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1805","Karapakkam",1337,34,2,2,4,"Family","Yes","Others","ELO","Gravel","I",3.1,182922,7953125,12775,334.25,3761826,"2","1","2","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1809","T Nagar",1613,178,1,1,4,"Partial","No","Commercial","NoSeWa","Paved","RH",3.61,315692,17538420,2190,403.25,4261841,"3","4","1","T Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1810","Karapakkam",1270,39,1,1,3,"AdjLand","Yes","House","ELO","Gravel","RL",2.54,196977,8953500,8030,423.333333333333,3742563,"2","1","2","Karapakkam.House","House.2","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1816","KK Nagar",2226,138,4,2,6,"Family","Yes","House","NoSewr ","Paved","RL",3.58,116704,11670400,10950,371,5263354,"4","3","2","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1817","Adyar",808,88,1,1,3,"AdjLand","No","Commercial","ELO","Paved","RM",3.99,143389,11949085,6935,269.333333333333,4014892,"1","2","1","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1819","T Nagar",1868,197,2,1,5,"Normal Sale","No","Commercial","NoSewr ","Gravel","RH",2.395,340569,20033450,14600,373.6,7372314,"3","4","2","T Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1820","Karapakkam",1311,48,1,1,3,"Family","No","House","NoSeWa","Paved","RH",3.36,84919,6532250,10585,437,2436529,"2","1","2","Karapakkam.House","House.2","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1823","Karapakkam",1464,184,2,2,4,"Normal Sale","No","Others","ELO","Paved","A",3.75,87819,6272750,1825,366,2063733,"2","4","1","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1825","Velachery",1917,182,3,2,5,"Partial","Yes","House","ELO","NoAccess","RM",4.54,144060,11081520,2190,383.4,3335541,"3","4","1","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1826","Adyar",1018,66,1,1,3,"Family","Yes","Others","AllPub","NoAccess","RH",3.46,128986,9213320,2920,339.333333333333,3279940,"2","2","1","Adyar.Others","Others.2","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1828","Chrompet",1112,86,1,1,3,"AdjLand","Yes","Commercial","AllPub","NoAccess","RL",3.43,200455,13363650,12775,370.666666666667,3447826,"2","2","2","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1830","Adyar",1282,149,2,2,4,"Normal Sale","Yes","House","NoSewr ","NoAccess","RM",3.91,43737,10934170,6570,320.5,3586407,"2","3","1","Adyar.House","House.2","House.4","House.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1831","Velachery",1639,73,2,1,4,"Partial","No","House","AllPub","Gravel","A",3.61,119286,7016840,13505,409.75,2455893,"3","2","2","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1836","KK Nagar",2417,196,4,2,6,"Partial","No","House","NoSeWa","Gravel","RL",2.97,217286,11436120,9490,402.833333333333,3305042,"4","4","2","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1840","Karapakkam",1494,171,2,2,4,"Normal Sale","Yes","House","NoSeWa","NoAccess","RL",3.97,131008,8188000,11680,373.5,3520840,"2","4","2","Karapakkam.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1841","T Nagar",1810,128,2,1,5,"Normal Sale","No","Commercial","NoSeWa","NoAccess","RM",4.585,347505,20441490,2555,362,6786573,"3","3","1","T Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1846","Velachery",1530,174,2,1,4,"Partial","No","Commercial","ELO","NoAccess","I",2.74,184470,10851180,14235,382.5,3797916,"3","4","2","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1847","Adyar",909,62,1,1,3,"AbNormal","Yes","House","ELO","Paved","RH",3.36,41553,8310590,9490,303,2509794,"1","2","2","Adyar.House","House.1","House.3","House.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1849","Chrompet",780,94,1,1,2,"Normal Sale","No","House","ELO","NoAccess","RM",4.13,42360,7060000,8760,390,2139180,"1","2","2","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1851","Karapakkam",1428,37,2,2,4,"Family","Yes","Commercial","NoSewr ","Paved","RM",3.55,237249,13180500,3650,357,4270482,"2","1","1","Karapakkam.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1855","Adyar",712,37,1,1,2,"AbNormal","No","House","AllPub","NoAccess","RL",4.03,13956,6978025,5475,356,2149233,"1","1","1","Adyar.House","House.1","House.2","House.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1856","KK Nagar",2312,88,4,2,6,"Normal Sale","No","House","NoSewr ","Gravel","RM",3.76,100558,12569800,3650,385.333333333333,5191327,"4","2","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1861","Anna Nagar",1522,15,1,1,4,"Family","No","Others","AllPub","NoAccess","RL",4.19,220106,11584500,6205,380.5,4286270,"3","1","1","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1871","Velachery",1966,35,3,2,5,"AbNormal","Yes","House","NoSeWa","NoAccess","I",3.19,115980,9665040,2555,393.2,3595398,"3","1","1","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1884","Chrompet",1132,106,1,1,3,"AbNormal","Yes","House","NoSewr ","NoAccess","RH",3.37,83569,8356850,8395,377.333333333333,2039071,"2","3","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1888","Anna Nagar",1610,182,1,1,4,"AbNormal","Yes","House","ELO","Gravel","RL",3.79,197837,12364800,16425,402.5,4204034,"3","4","3","Anna Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1889","Velachery",1869,36,3,2,5,"AdjLand","No","House","ELO","Paved","C",3.53,145343,8074630,16060,373.8,2398169,"3","1","3","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1893","T Nagar",1585,199,1,1,4,"AbNormal","No","Commercial","ELO","Paved","RL",2.595,210674,17556170,13140,396.25,6372893,"3","4","2","T Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1895","T Nagar",1882,180,2,1,5,"Family","No","House","AllPub","NoAccess","RL",3.365,85651,12235870,5840,376.4,2948848,"3","4","1","T Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1897","KK Nagar",2147,23,3,2,5,"Normal Sale","No","Commercial","NoSeWa","Paved","RM",3.19,326431,17180560,6570,429.4,7439185,"4","1","1","KK Nagar.Commercial","Commercial.4","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1902","Karapakkam",1504,182,2,2,4,"Partial","No","House","ELO","Paved","RM",3.71,149492,7868000,16060,376,2911160,"3","4","3","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1905","Chrompet",1149,64,1,1,3,"Normal Sale","No","House","AllPub","Paved","RH",4.13,58229,8318450,6935,383,2154482,"2","2","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1906","Anna Nagar",1666,140,1,1,4,"Partial","Yes","Others","NoSeWa","Gravel","RH",3.075,143105,13009590,10220,416.5,3889868,"3","3","2","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1907","Karapakkam",1210,66,1,1,3,"Partial","Yes","Others","AllPub","Gravel","RH",3.12,99999,8333250,10950,403.333333333333,2499975,"2","2","2","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1909","Chrompet",891,95,1,1,3,"Partial","No","Commercial","NoSewr ","NoAccess","RM",4.48,170790,10674350,13505,297,2668587,"1","2","2","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1915","Karapakkam",1272,26,1,1,3,"Partial","Yes","Others","NoSeWa","Paved","I",3.33,82984,7544000,2920,424,3138304,"2","1","1","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1916","Chrompet",879,156,1,1,3,"Normal Sale","No","Commercial","NoSewr ","Gravel","RM",3.64,109597,12177400,7300,293,2849512,"1","4","1","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1921","Velachery",1617,82,2,1,4,"Normal Sale","No","Commercial","AllPub","NoAccess","RL",3.18,169192,13014740,17155,404.25,3917440,"3","2","3","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1937","Chrompet",1211,78,2,1,4,"Family","No","Commercial","NoSewr ","Gravel","RH",2.06,92832,13261700,8030,302.75,3554133,"2","2","2","Chrompet.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1938","Karapakkam",1248,78,1,1,3,"Normal Sale","Yes","Others","AllPub","NoAccess","A",3.08,131336,5710250,11315,416,1775888,"2","2","2","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1941","Chrompet",1254,109,2,1,4,"Family","No","Others","NoSewr ","NoAccess","RL",2.3,54572,9095330,7665,313.5,2510312,"2","3","2","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1945","Anna Nagar",1981,126,2,1,5,"Family","No","Commercial","NoSewr ","NoAccess","RL",3.04,310458,20697180,6935,396.2,7016340,"3","3","1","Anna Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1946","Karapakkam",1628,179,2,2,4,"Normal Sale","No","House","ELO","NoAccess","C",2.86,132182,6008250,2555,407,2187008,"3","4","1","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1948","Karapakkam",1587,117,2,2,4,"Normal Sale","Yes","Commercial","NoSewr ","NoAccess","I",3.57,247896,11268000,11680,396.75,4710024,"3","3","2","Karapakkam.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1956","T Nagar",1510,102,1,1,4,"Partial","No","House","ELO","Paved","RM",3.995,157093,11220930,8760,377.5,3994648,"3","3","2","T Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1958","Anna Nagar",1540,125,1,1,4,"Partial","Yes","Commercial","NoSewr ","Paved","RM",3.18,95715,19142980,3285,385,6814899,"3","3","1","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1960","Karapakkam",798,116,1,1,2,"Partial","No","Commercial","AllPub","Gravel","I",3.82,82572,7506500,5110,399,3122709,"1","3","1","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1965","T Nagar",1919,50,2,1,5,"AbNormal","Yes","Commercial","NoSeWa","NoAccess","RH",3.965,184468,20496430,12410,383.8,6087442,"3","1","2","T Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1966","T Nagar",1528,163,1,1,4,"AbNormal","Yes","Others","NoSewr ","Gravel","RM",3.35,213049,14203260,9490,382,4303585,"3","4","2","T Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1968","Chrompet",1002,171,1,1,3,"Partial","Yes","Others","NoSewr ","Gravel","RL",3.48,51161,10232240,2190,334,2905952,"2","4","1","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1969","Chrompet",937,137,1,1,3,"Family","No","House","NoSewr ","Gravel","RM",3.12,99409,9037200,4380,312.333333333333,2620786,"1","3","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1972","Chrompet",1242,176,2,1,4,"Partial","No","Commercial","NoSewr ","NoAccess","RM",3.92,194557,13896950,3285,310.5,3696592,"2","4","1","Chrompet.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1973","Velachery",1700,126,2,1,4,"AdjLand","Yes","House","NoSeWa","NoAccess","A",3.5,80589,7326290,15330,425,2586180,"3","3","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1982","Karapakkam",806,195,1,1,2,"AdjLand","No","Others","AllPub","Paved","RM",2.65,173058,7210750,10950,403,2119965,"1","4","2","Karapakkam.Others","Others.1","Others.2","Others.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1985","T Nagar",1584,184,1,1,4,"Partial","No","Others","NoSewr ","NoAccess","RH",3.54,122905,11173220,1825,396,2636884,"3","4","1","T Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1989","Chrompet",1003,47,1,1,3,"AbNormal","Yes","Others","NoSeWa","NoAccess","RM",3.64,107559,9778110,4380,334.333333333333,2835648,"2","1","1","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1990","Chrompet",1010,139,1,1,3,"AbNormal","Yes","House","NoSewr ","Paved","RM",2.59,107503,9773000,5840,336.666666666667,2482342,"2","3","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1991","Anna Nagar",1794,10,1,1,4,"Partial","Yes","House","AllPub","Paved","RH",4.405,177151,12653630,5110,448.5,3024220,"3","1","1","Anna Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1997","KK Nagar",1503,114,2,1,4,"AbNormal","Yes","Others","AllPub","Gravel","RL",4.08,260538,11327760,1825,375.75,5358030,"3","3","1","KK Nagar.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2000","Chrompet",1257,117,2,1,4,"Family","Yes","House","NoSewr ","Paved","RH",4.08,66374,9481950,9125,314.25,2882510,"2","3","2","Chrompet.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2003","Karapakkam",721,75,1,1,2,"AbNormal","Yes","Commercial","ELO","Paved","A",4.26,129065,6453250,2555,360.5,2277995,"1","2","1","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014","Adyar",632,99,1,1,2,"AbNormal","Yes","Commercial","AllPub","Gravel","RM",3.95,164076,11719720,10220,316,3855786,"1","2","2","Adyar.Commercial","Commercial.1","Commercial.2","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2015","Chrompet",953,32,1,1,3,"AdjLand","No","House","NoSewr ","Gravel","RL",3.18,52807,8801100,6570,317.666666666667,2666731,"1","1","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2016","KK Nagar",1714,128,2,1,4,"AbNormal","No","House","NoSeWa","Paved","RL",3.69,75763,9470340,2555,428.5,2632753,"3","3","1","KK Nagar.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022","Adyar",624,59,1,1,2,"Partial","No","House","NoSewr ","Paved","I",2.97,5378,5378000,7300,312,1457438,"1","2","1","Adyar.House","House.1","House.2","House.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025","KK Nagar",2424,156,4,2,6,"Normal Sale","Yes","Commercial","NoSewr ","Paved","RH",3.83,469920,18796780,6935,404,5714220,"4","4","1","KK Nagar.Commercial","Commercial.4","Commercial.6","Commercial.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2027","Adyar",701,136,1,1,2,"Normal Sale","Yes","Commercial","NoSeWa","Paved","RM",3.16,82354,11764865,4015,350.5,3364753,"1","3","1","Adyar.Commercial","Commercial.1","Commercial.2","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2028","Chrompet",1236,42,2,1,4,"AdjLand","Yes","Others","NoSewr ","Paved","RL",4.14,168608,11240520,7300,309,3507041,"2","1","1","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2029","Velachery",1744,126,2,1,4,"Family","Yes","Others","ELO","NoAccess","A",3.35,53691,7670180,16060,436,2331735,"3","3","3","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2030","Chrompet",1078,31,1,1,3,"Family","Yes","Others","ELO","NoAccess","RH",3.51,66982,8372710,11315,359.333333333333,2026192,"2","1","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2032","Velachery",1669,168,2,1,4,"Partial","Yes","Commercial","ELO","Gravel","I",3.94,124675,13852750,16425,417.25,4488289,"3","4","3","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2038","Anna Nagar",1819,63,2,1,5,"Normal Sale","No","House","NoSewr ","Gravel","RM",3.99,206445,13763020,5840,363.8,4665666,"3","2","1","Anna Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2041","KK Nagar",1763,175,2,1,4,"Family","Yes","Commercial","AllPub","Gravel","RH",4.3,168622,15329240,8030,440.75,5411221,"3","4","2","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2044","Velachery",1615,53,2,1,4,"Normal Sale","Yes","House","NoSeWa","Paved","RL",3.81,213622,10172480,6935,403.75,3692608,"3","2","1","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2046","Velachery",1598,88,2,1,4,"Family","Yes","Commercial","ELO","NoAccess","A",3.43,82335,11762090,6205,399.5,4210833,"3","2","1","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2047","Velachery",1896,123,3,2,5,"Normal Sale","Yes","House","AllPub","Gravel","A",2.61,93156,9315600,9125,379.2,3195249,"3","3","2","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2048","KK Nagar",2276,175,4,2,6,"AdjLand","No","Others","AllPub","Gravel","RL",3.68,198329,13221960,4380,379.333333333333,4958231,"4","4","1","KK Nagar.Others","Others.4","Others.6","Others.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2050","Chrompet",1083,116,1,1,3,"Partial","No","Others","NoSeWa","Gravel","RM",3.41,67851,9692960,9855,361,2510478,"2","3","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2051","Chrompet",728,15,1,1,2,"Family","Yes","House","NoSeWa","NoAccess","RM",4.27,99301,7638500,12410,364,1817968,"1","1","2","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
